"","User_uid","project_phase","garden_type","garden_size","Local_tree_cover","fence_height","compost","pop_100","dist_water_100","imperv_100","noise_100","tree_cover_100","distance_border","inside","left","top","right","bottom","gridnumber","xcoord_centroid_25833","ycoord_centroid_25833","Squirrel_Week1","Squirrel_Week2","Squirrel_Week3","Squirrel_Week4"
"108",1777,5,"Wohngrundstueck",650,20,120,"Geschlossen",34.6952323913574,147.329788208008,13.3139152526855,45.7246360778809,17.0657558441162,284.659076466393,1,381646.96875,5833814.5,383646.96875,5831814.5,68,382646.96875,5832814.5,NA,NA,NA,NA
"109",93,1,"Wohngrundstueck",1500,20,90,"Offen",18.1359615325928,1647.45581054688,10.3912324905396,59.2132263183594,26.6565093994141,1981.5217730195,1,381646.96875,5831814.5,383646.96875,5829814.5,69,382646.96875,5830814.5,0,1,0,0
"110",94,1,"Wohngrundstueck",40,0,170,"Keiner",92.7306289672852,320.229949951172,26.1493015289307,54.3338928222656,56.5234146118164,3793.06023765696,1,381646.96875,5827814.5,383646.96875,5825814.5,71,382646.96875,5826814.5,NA,NA,NA,NA
"111",1142,3,"Wohngrundstueck",300,10,180,"Keiner",47.0245628356934,505.472839355469,67.7304763793945,49.665828704834,31.006519317627,3953.7845204781,1,381646.96875,5827814.5,383646.96875,5825814.5,71,382646.96875,5826814.5,0,0,1,0
"112",1229,3,"Wohngrundstueck",700,5,100,"Geschlossen",46.0173721313477,322.717193603516,71.5681533813477,49.8039436340332,34.615665435791,4724.05864792993,1,381646.96875,5827814.5,383646.96875,5825814.5,71,382646.96875,5826814.5,NA,NA,NA,NA
"113",97,1,"Wohngrundstueck",600,20,80,"Geschlossen",105.791496276855,405.891784667969,22.3696155548096,59.4000129699707,23.24755859375,5623.6330947086,1,381646.96875,5823814.5,383646.96875,5821814.5,73,382646.96875,5822814.5,NA,NA,NA,NA
"114",1578,4,"Wohngrundstueck",500,20,110,"Offen",56.0264663696289,207.529983520508,20.3235015869141,61.2795677185059,27.3857326507568,5593.95429655702,1,381646.96875,5823814.5,383646.96875,5821814.5,73,382646.96875,5822814.5,0,0,0,1
"115",1869,5,"Kleingarten",650,5,50,"Offen",0,50.7306594848633,29.2247352600098,67.7190856933594,58.1128730773926,5135.60569173064,1,381646.96875,5823814.5,383646.96875,5821814.5,73,382646.96875,5822814.5,NA,NA,NA,NA
"116",441,2,"Kleingarten",100,10,100,"Offen",0.398683100938797,80.0641784667969,47.4088516235352,68.7851867675781,51.5615882873535,7090.58578500878,1,381646.96875,5821814.5,383646.96875,5819814.5,74,382646.96875,5820814.5,NA,NA,NA,NA
"117",567,2,"Kleingarten",270,15,100,"Geschlossen",0,218.546646118164,39.2799034118652,70.9748306274414,70.1309204101562,7927.9258420565,1,381646.96875,5821814.5,383646.96875,5819814.5,74,382646.96875,5820814.5,NA,NA,NA,NA
"118",1122,3,"Kleingarten",330,10,130,"Offen",0.182324796915054,113.247787475586,12.1114225387573,74.7741012573242,55.3817863464355,7847.54868075685,1,381646.96875,5821814.5,383646.96875,5819814.5,74,382646.96875,5820814.5,1,1,1,1
"119",1284,3,"Wohngrundstueck",1000,10,180,"Offen",115.302742004395,1062.21752929688,63.4138450622559,63.5269470214844,32.4223175048828,7614.66264337147,1,381646.96875,5821814.5,383646.96875,5819814.5,74,382646.96875,5820814.5,1,0,1,0
"120",1364,4,"Wohngrundstueck",1250,40,160,"Offen",110.363403320312,678.966369628906,48.4792976379395,51.8300018310547,49.0160522460938,6687.38615169271,1,381646.96875,5821814.5,383646.96875,5819814.5,74,382646.96875,5820814.5,1,1,0,0
"121",1904,5,"Kleingarten",23,25,120,"Geschlossen",25.9930610656738,846.09375,57.5431632995605,72.3692626953125,35.4043960571289,7030.21686460108,1,381646.96875,5821814.5,383646.96875,5819814.5,74,382646.96875,5820814.5,NA,NA,NA,NA
"122",99,1,"Wohngrundstueck",500,12,160,"Offen",35.0240173339844,883.579406738281,18.2153606414795,52.8415794372559,19.3149013519287,6208.29212176666,1,381646.96875,5819814.5,383646.96875,5817814.5,75,382646.96875,5818814.5,1,1,1,1
"123",444,2,"Wohngrundstueck",600,45,120,"Geschlossen",28.2276763916016,742.435302734375,13.5302639007568,53.3771705627441,52.9367790222168,6223.23053350794,1,381646.96875,5819814.5,383646.96875,5817814.5,75,382646.96875,5818814.5,0,1,0,0
"124",596,2,"Kleingarten",250,25,150,"Offen",0,312.227691650391,48.6622772216797,72.2507019042969,48.4162216186523,8126.29528333542,1,381646.96875,5819814.5,383646.96875,5817814.5,75,382646.96875,5818814.5,NA,NA,NA,NA
"125",1530,4,"Wohngrundstueck",400,5,170,"Keiner",24.5501575469971,317.069854736328,38.4469566345215,54.4841156005859,22.9568519592285,8029.82513112713,1,381646.96875,5817814.5,383646.96875,5815814.5,76,382646.96875,5816814.5,1,1,0,1
"126",1531,4,"Kleingarten",300,15,140,"Offen",7.6559886932373,1035.07019042969,49.9145851135254,52.6062965393066,29.5091400146484,6716.93399954529,1,381646.96875,5817814.5,383646.96875,5815814.5,76,382646.96875,5816814.5,NA,NA,NA,NA
"127",102,1,"Wohngrundstueck",1200,10,200,"Keiner",39.079231262207,874.0419921875,35.0459022521973,57.6672668457031,22.3223285675049,6443.534990669,1,381646.96875,5815814.5,383646.96875,5813814.5,77,382646.96875,5814814.5,1,1,1,0
"128",301,1,"Wohngrundstueck",250,10,160,"Offen",27.9305839538574,204.727523803711,26.6063232421875,50.0398712158203,28.4566879272461,3185.72318585678,1,381646.96875,5813814.5,383646.96875,5811814.5,78,382646.96875,5812814.5,NA,NA,NA,NA
"129",1102,3,"Wohngrundstueck",400,30,100,"Offen",71.8487014770508,375.990142822266,35.3068580627441,46.9481315612793,42.2529296875,3156.44296389965,1,381646.96875,5813814.5,383646.96875,5811814.5,78,382646.96875,5812814.5,1,0,0,0
"130",1779,5,"Wohngrundstueck",200,20,0,"Geschlossen",108.92992401123,628.790588378906,39.3664741516113,50.109375,65.9013595581055,3409.35342315458,1,381646.96875,5813814.5,383646.96875,5811814.5,78,382646.96875,5812814.5,NA,NA,NA,NA
"131",1780,5,"Wohngrundstueck",800,20,80,"Offen",29.9796905517578,459.930725097656,47.8561706542969,47.8755798339844,57.8459968566895,3467.20822316974,1,381646.96875,5813814.5,383646.96875,5811814.5,78,382646.96875,5812814.5,1,1,0,0
"132",104,1,"Wohngrundstueck",1000,10,80,"Offen",63.862174987793,903.359252929688,60.917366027832,50.1709632873535,31.0914363861084,2326.23370275325,1,381646.96875,5811814.5,383646.96875,5809814.5,79,382646.96875,5810814.5,0,0,0,1
"133",563,2,"Wohngrundstueck",300,10,110,"Offen",47.8702507019043,683.076477050781,35.3646278381348,48.7403755187988,55.9082489013672,2083.49267912437,1,381646.96875,5811814.5,383646.96875,5809814.5,79,382646.96875,5810814.5,NA,NA,NA,NA
"134",1174,3,"Wohngrundstueck",250,10,70,"Geschlossen",71.634033203125,825.005126953125,63.4499931335449,64.4537887573242,26.9962253570557,2743.18380608703,1,381646.96875,5811814.5,383646.96875,5809814.5,79,382646.96875,5810814.5,1,0,0,0
"135",1369,4,"Kleingarten",400,40,160,"Offen",99.0299987792969,996.470031738281,45.5289001464844,55.0148544311523,37.6761741638184,2356.97074700321,1,381646.96875,5811814.5,383646.96875,5809814.5,79,382646.96875,5810814.5,NA,NA,NA,NA
"136",1781,5,"Wohngrundstueck",300,20,90,"Keiner",24.5861988067627,353.155548095703,48.2365417480469,48.1494293212891,38.470287322998,3145.53770474023,1,381646.96875,5811814.5,383646.96875,5809814.5,79,382646.96875,5810814.5,0,1,1,0
"137",1782,5,"Wohngrundstueck",500,20,150,"Geschlossen",42.3546867370605,649.8896484375,42.3495559692383,48.2054710388184,40.8888626098633,1915.23712713096,1,381646.96875,5811814.5,383646.96875,5809814.5,79,382646.96875,5810814.5,NA,NA,NA,NA
"138",302,1,"Wohngrundstueck",220,20,120,"Geschlossen",71.0800094604492,821.592163085938,45.3866996765137,54.1194343566895,50.4988746643066,1136.27592103255,1,381646.96875,5809814.5,383646.96875,5807814.5,80,382646.96875,5808814.5,NA,NA,NA,NA
"139",1200,3,"Wohngrundstueck",300,40,100,"Keiner",50.6731262207031,394.605926513672,50.2077255249023,55.0703506469727,54.7637214660645,694.052719032485,1,381646.96875,5809814.5,383646.96875,5807814.5,80,382646.96875,5808814.5,1,1,1,0
"140",1784,5,"Wohngrundstueck",450,15,120,"Offen",31.69114112854,710.548095703125,32.897029876709,50.1164665222168,22.9028854370117,737.248316871791,1,381646.96875,5809814.5,383646.96875,5807814.5,80,382646.96875,5808814.5,NA,NA,NA,NA
"141",121,1,"Wohngrundstueck",777,15,150,"Offen",30.1519718170166,99.2735595703125,32.1137466430664,50.0930480957031,23.59739112854,399.259202046418,1,383646.96875,5833814.5,385646.96875,5831814.5,84,384646.96875,5832814.5,1,1,0,0
"142",1098,3,"Wohngrundstueck",500,15,100,"Offen",44.9344863891602,245.561965942383,55.7693672180176,53.5549011230469,47.106315612793,150.164117185748,1,383646.96875,5833814.5,385646.96875,5831814.5,84,384646.96875,5832814.5,1,1,1,0
"143",1688,4,"Wohngrundstueck",70,20,0,"Offen",44.690013885498,362.200164794922,54.8162536621094,52.1482124328613,47.7831268310547,294.818848604183,1,383646.96875,5833814.5,385646.96875,5831814.5,84,384646.96875,5832814.5,NA,NA,NA,NA
"144",1786,5,"Wohngrundstueck",300,15,70,"Keiner",39.1606674194336,225.438186645508,3.43443608283997,46.0875396728516,44.7052040100098,483.74000474301,1,383646.96875,5833814.5,385646.96875,5831814.5,84,384646.96875,5832814.5,NA,NA,NA,NA
"145",250,1,"Wohngrundstueck",976,10,120,"Geschlossen",46.4234008789062,1082.36474609375,30.8225688934326,51.375057220459,60.4354286193848,2074.65210725151,1,383646.96875,5831814.5,385646.96875,5829814.5,85,384646.96875,5830814.5,NA,NA,NA,NA
"146",1370,4,"Wohngrundstueck",300,70,100,"Keiner",38.9097557067871,115.964042663574,64.5576400756836,48.0222587585449,35.2354202270508,964.427227466785,1,383646.96875,5831814.5,385646.96875,5829814.5,85,384646.96875,5830814.5,NA,NA,NA,NA
"147",1371,4,"Wohngrundstueck",700,25,110,"Geschlossen",58.3173675537109,216.322509765625,45.5668983459473,52.9084053039551,27.6087989807129,1665.53274090815,1,383646.96875,5831814.5,385646.96875,5829814.5,85,384646.96875,5830814.5,NA,NA,NA,NA
"148",454,2,"Wohngrundstueck",800,20,120,"Offen",47.1179962158203,865.492004394531,40.6201820373535,52.5898742675781,36.352596282959,3090.15908685759,1,383646.96875,5829814.5,385646.96875,5827814.5,86,384646.96875,5828814.5,1,0,0,0
"149",456,2,"Wohngrundstueck",125,70,80,"Geschlossen",60.2818298339844,594.356079101562,57.5854225158691,51.2762489318848,50.2540092468262,3440.5859969288,1,383646.96875,5829814.5,385646.96875,5827814.5,86,384646.96875,5828814.5,NA,NA,NA,NA
"150",1108,3,"Wohngrundstueck",650,20,100,"Offen",60.0621452331543,976.953857421875,48.9787635803223,49.2345314025879,28.5809535980225,2699.53843888836,1,383646.96875,5829814.5,385646.96875,5827814.5,86,384646.96875,5828814.5,1,1,0,1
"151",1231,3,"Wohngrundstueck",250,10,80,"Keiner",52.007511138916,395.111145019531,58.0913314819336,49.0443916320801,39.176342010498,3409.08966907687,1,383646.96875,5829814.5,385646.96875,5827814.5,86,384646.96875,5828814.5,NA,NA,NA,NA
"152",1372,4,"Wohngrundstueck",770,20,90,"Geschlossen",42.4708518981934,1034.68688964844,61.263313293457,51.5787200927734,28.9049072265625,2959.97324177684,1,383646.96875,5829814.5,385646.96875,5827814.5,86,384646.96875,5828814.5,1,0,0,0
"153",1788,5,"Wohngrundstueck",200,5,150,"Offen",51.6928787231445,316.897399902344,27.6667232513428,50.8491249084473,59.1655921936035,3127.928739303,1,383646.96875,5829814.5,385646.96875,5827814.5,86,384646.96875,5828814.5,0,1,0,0
"154",1790,5,"Wohngrundstueck",2000,10,200,"Keiner",0,384.410125732422,43.1359481811523,54.1014862060547,55.208740234375,3713.46002021556,1,383646.96875,5829814.5,385646.96875,5827814.5,86,384646.96875,5828814.5,NA,NA,NA,NA
"155",1791,5,"Wohngrundstueck",360,30,80,"Geschlossen",66.2756195068359,736.312927246094,61.8479652404785,50.9152641296387,32.3762283325195,2941.98686913805,1,383646.96875,5829814.5,385646.96875,5827814.5,86,384646.96875,5828814.5,NA,NA,NA,NA
"156",459,2,"Wohngrundstueck",240,10,120,"Keiner",162.150985717773,1317.29064941406,58.9546241760254,53.0165519714355,34.3278503417969,4850.49525790586,1,383646.96875,5827814.5,385646.96875,5825814.5,87,384646.96875,5826814.5,NA,NA,NA,NA
"157",1077,3,"Wohngrundstueck",1000,20,180,"Offen",14.7699995040894,367.8759765625,28.4115982055664,61.7307891845703,3.91840124130249,5954.91717877212,1,383646.96875,5825814.5,385646.96875,5823814.5,88,384646.96875,5824814.5,NA,NA,NA,NA
"158",593,2,"Kleingarten",300,10,100,"Geschlossen",2.52354073524475,468.614135742188,70.1237945556641,56.3685111999512,27.970193862915,8151.6709007661,1,383646.96875,5823814.5,385646.96875,5821814.5,89,384646.96875,5822814.5,NA,NA,NA,NA
"159",597,2,"Kleingarten",400,20,125,"Geschlossen",1.38520002365112,576.148132324219,55.3770370483398,58.3140335083008,57.7688484191895,8279.67289997513,1,383646.96875,5823814.5,385646.96875,5821814.5,89,384646.96875,5822814.5,NA,NA,NA,NA
"160",1171,3,"Kleingarten",280,25,90,"Offen",1.03985261917114,500.923278808594,47.2927055358887,63.2440643310547,53.9679336547852,8030.30062991907,1,383646.96875,5823814.5,385646.96875,5821814.5,89,384646.96875,5822814.5,1,0,0,0
"161",1232,3,"Kleingarten",450,5,50,"Offen",0.960490584373474,412.373352050781,63.5370559692383,63.9482269287109,47.7308464050293,8295.27416759515,1,383646.96875,5823814.5,385646.96875,5821814.5,89,384646.96875,5822814.5,NA,NA,NA,NA
"162",467,2,"Wohngrundstueck",700,30,220,"Geschlossen",168.805389404297,509.655883789062,87.1217651367188,60.0471534729004,10.2300319671631,8226.45441858974,1,383646.96875,5821814.5,385646.96875,5819814.5,90,384646.96875,5820814.5,1,1,1,1
"163",1376,4,"Wohngrundstueck",950,3,120,"Keiner",0,45.5791473388672,66.1199951171875,66.8789596557617,22.1419658660889,8491.76499447573,1,383646.96875,5821814.5,385646.96875,5819814.5,90,384646.96875,5820814.5,NA,NA,NA,NA
"164",1378,4,"Wohngrundstueck",1100,35,120,"Geschlossen",73.6620941162109,533.042297363281,58.1504669189453,61.2111778259277,23.2075977325439,8093.39126293326,1,383646.96875,5817814.5,385646.96875,5815814.5,92,384646.96875,5816814.5,1,1,1,0
"165",1128,3,"Kleingarten",300,9,70,"Geschlossen",0.100000001490116,408.013366699219,46.8687629699707,55.4964065551758,69.1795196533203,6898.80746681314,1,383646.96875,5815814.5,385646.96875,5813814.5,93,384646.96875,5814814.5,NA,NA,NA,NA
"166",1952,5,"Wohngrundstueck",2000,10,200,"Keiner",30.7105007171631,396.976379394531,19.0223846435547,61.1563339233398,23.8538455963135,5154.83662706149,1,383646.96875,5815814.5,385646.96875,5813814.5,93,384646.96875,5814814.5,1,0,1,1
"167",253,1,"Kleingarten",360,15,150,"Offen",138.255783081055,396.540771484375,61.1799812316895,65.2984466552734,28.8211860656738,3624.59600204011,1,383646.96875,5813814.5,385646.96875,5811814.5,94,384646.96875,5812814.5,1,1,0,0
"168",1190,3,"Wohngrundstueck",400,50,120,"Offen",63.5019569396973,533.930236816406,41.9000015258789,53.6505851745605,33.2021217346191,3561.15527798526,1,383646.96875,5813814.5,385646.96875,5811814.5,94,384646.96875,5812814.5,0,0,1,1
"169",1602,4,"Wohngrundstueck",900,20,100,"Offen",68.415657043457,513.587097167969,30.4491691589355,53.0106925964355,13.2484407424927,3599.03442270265,1,383646.96875,5813814.5,385646.96875,5811814.5,94,384646.96875,5812814.5,1,0,1,1
"170",145,1,"Wohngrundstueck",1000,40,130,"Keiner",85.5613784790039,204.072906494141,46.5402565002441,59.3171768188477,42.8385887145996,2214.93623326528,1,383646.96875,5811814.5,385646.96875,5809814.5,95,384646.96875,5810814.5,1,1,1,0
"171",254,1,"Wohngrundstueck",950,10,120,"Offen",92.7799987792969,753.0703125,46.1146011352539,46.3655052185059,50.4690895080566,1428.39916599153,1,383646.96875,5811814.5,385646.96875,5809814.5,95,384646.96875,5810814.5,0,0,0,1
"172",1133,3,"Wohngrundstueck",300,15,120,"Keiner",64.0404968261719,693.439208984375,49.0581321716309,45.6693153381348,41.0139198303223,2660.4163830663,1,383646.96875,5811814.5,385646.96875,5809814.5,95,384646.96875,5810814.5,0,1,0,0
"173",1964,5,"Wohngrundstueck",180,15,200,"Offen",107.345169067383,815.4931640625,48.3931312561035,45.9175338745117,40.8149871826172,1345.67010618097,1,383646.96875,5811814.5,385646.96875,5809814.5,95,384646.96875,5810814.5,NA,NA,NA,NA
"174",148,1,"Kleingarten",360,20,120,"Geschlossen",7.10695457458496,70.2756881713867,26.7024116516113,53.2618026733398,61.1797523498535,1294.89137442966,1,383646.96875,5809814.5,385646.96875,5807814.5,96,384646.96875,5808814.5,0,0,0,1
"175",555,2,"Kleingarten",450,25,140,"Offen",17.5437965393066,26.5360851287842,32.5078620910645,62.8870620727539,25.7764053344727,605.045882564223,1,383646.96875,5809814.5,385646.96875,5807814.5,96,384646.96875,5808814.5,NA,NA,NA,NA
"176",1234,3,"Wohngrundstueck",500,5,120,"Geschlossen",102.813598632812,211.531539916992,72.6080551147461,65.036247253418,16.7772159576416,1259.25820326258,1,383646.96875,5809814.5,385646.96875,5807814.5,96,384646.96875,5808814.5,NA,NA,NA,NA
"177",1379,4,"Wohngrundstueck",200,2,100,"Offen",87.9856491088867,547.666931152344,70.609375,61.5036506652832,32.5000152587891,1088.12722946882,1,383646.96875,5809814.5,385646.96875,5807814.5,96,384646.96875,5808814.5,NA,NA,NA,NA
"178",1380,4,"Wohngrundstueck",350,20,120,"Geschlossen",53.4583854675293,460.750732421875,54.6928749084473,63.6597595214844,40.7576293945312,1425.66384590954,1,383646.96875,5809814.5,385646.96875,5807814.5,96,384646.96875,5808814.5,NA,NA,NA,NA
"179",1793,5,"Wohngrundstueck",500,15,100,"Offen",68.8363265991211,760.102172851562,58.2379264831543,48.5416412353516,30.8692932128906,1065.5541872976,1,383646.96875,5809814.5,385646.96875,5807814.5,96,384646.96875,5808814.5,1,0,0,0
"180",1794,5,"Wohngrundstueck",250,15,180,"Keiner",49.735279083252,712.806701660156,74.3879623413086,61.7967109680176,20.8811473846436,432.995084016857,1,383646.96875,5809814.5,385646.96875,5807814.5,96,384646.96875,5808814.5,NA,NA,NA,NA
"181",152,1,"Wohngrundstueck",100,30,100,"Geschlossen",53.5115089416504,114.70662689209,57.0808296203613,47.0694541931152,36.5057487487793,1157.52133258054,1,385646.96875,5831814.5,387646.96875,5829814.5,100,386646.96875,5830814.5,1,1,1,0
"182",476,2,"Kleingarten",500,20,100,"Offen",0,115.937477111816,17.6474113464355,41.7494277954102,41.5819931030273,422.9935091152,1,385646.96875,5831814.5,387646.96875,5829814.5,100,386646.96875,5830814.5,NA,NA,NA,NA
"183",478,2,"Kleingarten",600,20,100,"Keiner",44.4267768859863,272.619171142578,37.7544326782227,51.7008476257324,50.3821449279785,1331.86187344854,1,385646.96875,5831814.5,387646.96875,5829814.5,100,386646.96875,5830814.5,1,0,0,0
"184",1382,4,"Wohngrundstueck",1000,30,100,"Offen",55.5793342590332,576.981628417969,33.0752372741699,53.2646408081055,45.3520965576172,2202.83672209619,1,385646.96875,5831814.5,387646.96875,5829814.5,100,386646.96875,5830814.5,0,0,1,0
"185",1870,5,"Wohngrundstueck",800,10,130,"Offen",43.6276588439941,112.75382232666,65.3750686645508,47.2952880859375,27.1084079742432,1206.18994216988,1,385646.96875,5831814.5,387646.96875,5829814.5,100,386646.96875,5830814.5,NA,NA,NA,NA
"186",154,1,"Wohngrundstueck",250,10,125,"Geschlossen",43.1081771850586,1108.38537597656,40.4550933837891,53.784725189209,29.1642036437988,3572.0300744626,1,385646.96875,5829814.5,387646.96875,5827814.5,101,386646.96875,5828814.5,0,1,0,1
"187",303,1,"Kleingarten",300,20,120,"Offen",10.4627380371094,588.748107910156,17.1628551483154,47.2240753173828,22.0914535522461,1811.32195662941,1,385646.96875,5829814.5,387646.96875,5827814.5,101,386646.96875,5828814.5,NA,NA,NA,NA
"188",549,2,"Wohngrundstueck",300,20,120,"Offen",51.6722145080566,667.993591308594,39.638916015625,47.7947883605957,40.2193222045898,2577.86553893386,1,385646.96875,5829814.5,387646.96875,5827814.5,101,386646.96875,5828814.5,NA,NA,NA,NA
"189",1082,3,"Wohngrundstueck",200,10,150,"Geschlossen",40.0556602478027,403.30419921875,51.7537078857422,48.6935157775879,47.7684020996094,3301.75789079896,1,385646.96875,5829814.5,387646.96875,5827814.5,101,386646.96875,5828814.5,1,1,1,1
"190",1384,4,"Wohngrundstueck",500,20,240,"Offen",57.5268745422363,1162.49987792969,51.808895111084,61.923713684082,36.2505950927734,2501.43860386627,1,385646.96875,5829814.5,387646.96875,5827814.5,101,386646.96875,5828814.5,1,0,0,0
"191",1796,5,"Wohngrundstueck",360,20,60,"Offen",49.0050735473633,945.765258789062,35.8883285522461,50.7804946899414,33.555362701416,3782.25831033269,1,385646.96875,5829814.5,387646.96875,5827814.5,101,386646.96875,5828814.5,NA,NA,NA,NA
"192",1797,5,"Wohngrundstueck",200,15,150,"Keiner",33.8141822814941,1164.16650390625,32.4280128479004,54.2230491638184,33.788402557373,3580.20995548022,1,385646.96875,5829814.5,387646.96875,5827814.5,101,386646.96875,5828814.5,1,1,0,0
"193",1798,5,"Wohngrundstueck",500,20,120,"Keiner",20.4300136566162,847.615844726562,30.0425453186035,49.8286094665527,23.3814105987549,3981.13798908538,1,385646.96875,5829814.5,387646.96875,5827814.5,101,386646.96875,5828814.5,NA,NA,NA,NA
"194",1800,5,"Kleingarten",400,50,180,"Offen",24.6924953460693,683.333801269531,21.7148551940918,63.5508689880371,64.1019058227539,3415.64309659851,1,385646.96875,5829814.5,387646.96875,5827814.5,101,386646.96875,5828814.5,1,1,1,1
"195",1145,3,"Kleingarten",200,30,130,"Geschlossen",34.7333831787109,522.274108886719,15.0489616394043,57.3118743896484,40.0982360839844,4520.24832942015,1,385646.96875,5827814.5,387646.96875,5825814.5,102,386646.96875,5826814.5,1,1,1,1
"196",1236,3,"Wohngrundstueck",250,25,175,"Offen",82.4987411499023,728.253295898438,62.0782432556152,49.6852874755859,27.4197788238525,4346.07929637665,1,385646.96875,5827814.5,387646.96875,5825814.5,102,386646.96875,5826814.5,NA,NA,NA,NA
"197",1566,4,"Kleingarten",400,15,125,"Offen",56.7682914733887,875.993041992188,50.5308990478516,58.7124214172363,43.0481910705566,5813.91274899657,1,385646.96875,5827814.5,387646.96875,5825814.5,102,386646.96875,5826814.5,NA,NA,NA,NA
"198",1906,5,"Wohngrundstueck",400,30,110,"Geschlossen",94.6480331420898,592.632873535156,61.0889282226562,51.9076766967773,36.4004020690918,4645.58795449433,1,385646.96875,5827814.5,387646.96875,5825814.5,102,386646.96875,5826814.5,NA,NA,NA,NA
"199",1237,3,"Kleingarten",20,20,160,"Keiner",207.705596923828,91.3612899780273,56.3191947937012,61.4162559509277,15.3287782669067,7396.62278415041,1,385646.96875,5825814.5,387646.96875,5823814.5,103,386646.96875,5824814.5,NA,NA,NA,NA
"200",601,2,"Kleingarten",400,10,80,"Keiner",2.11966800689697,534.986206054688,76.2938842773438,64.1369476318359,27.3002948760986,8361.16114413507,1,385646.96875,5823814.5,387646.96875,5821814.5,104,386646.96875,5822814.5,NA,NA,NA,NA
"201",1801,5,"Kleingarten",140,10,140,"Geschlossen",260.597991943359,132.457260131836,74.1562347412109,63.1623382568359,15.9613590240479,7799.14533384312,1,385646.96875,5823814.5,387646.96875,5821814.5,104,386646.96875,5822814.5,1,0,0,0
"202",158,1,"Kleingarten",200,10,80,"Keiner",245.817367553711,234.874145507812,100,62.1922874450684,0,10343.287512463,1,385646.96875,5821814.5,387646.96875,5819814.5,105,386646.96875,5820814.5,NA,NA,NA,NA
"203",159,1,"Wohngrundstueck",90,10,50,"Keiner",233.264404296875,892.394653320312,73.993896484375,43.4741401672363,15.5979337692261,8846.41666235123,1,385646.96875,5817814.5,387646.96875,5815814.5,107,386646.96875,5816814.5,NA,NA,NA,NA
"204",490,2,"Kleingarten",200,2,80,"Offen",95.4969482421875,399.752166748047,29.1951217651367,52.0196533203125,6.70878314971924,7856.15124188521,1,385646.96875,5817814.5,387646.96875,5815814.5,107,386646.96875,5816814.5,NA,NA,NA,NA
"205",606,2,"Kleingarten",350,20,100,"Offen",61.4858093261719,363.705535888672,35.2327651977539,53.1198348999023,6.51069211959839,7907.80045305639,1,385646.96875,5817814.5,387646.96875,5815814.5,107,386646.96875,5816814.5,0,1,0,1
"206",1238,3,"Wohngrundstueck",42,5,120,"Keiner",275.939636230469,1234.57165527344,87.3776473999023,44.8864364624023,2.50123500823975,6144.5032393879,1,385646.96875,5815814.5,387646.96875,5813814.5,108,386646.96875,5814814.5,NA,NA,NA,NA
"207",161,1,"Wohngrundstueck",80,30,150,"Keiner",313.677642822266,221.301223754883,94.9160079956055,57.4975280761719,0,3951.9273116626,1,385646.96875,5813814.5,387646.96875,5811814.5,109,386646.96875,5812814.5,NA,NA,NA,NA
"208",1095,3,"Wohngrundstueck",100,2,180,"Geschlossen",302.247528076172,904.5576171875,85.485954284668,45.2388229370117,4.9857382774353,5152.71646491486,1,385646.96875,5813814.5,387646.96875,5811814.5,109,386646.96875,5812814.5,NA,NA,NA,NA
"209",1239,3,"Wohngrundstueck",400,10,180,"Geschlossen",198.667129516602,750.286010742188,89.2947845458984,48.7344131469727,7.94940710067749,4924.85932367453,1,385646.96875,5813814.5,387646.96875,5811814.5,109,386646.96875,5812814.5,1,0,0,0
"210",1805,5,"Kleingarten",320,30,70,"Geschlossen",192.482559204102,41.8409004211426,41.1142082214355,54.8383941650391,10.1967334747314,3756.80437371052,1,385646.96875,5813814.5,387646.96875,5811814.5,109,386646.96875,5812814.5,0,1,0,1
"211",163,1,"Wohngrundstueck",260,15,150,"Offen",88.3411254882812,221.690856933594,40.5193023681641,61.0387115478516,42.8603897094727,3528.13952041559,1,385646.96875,5811814.5,387646.96875,5809814.5,110,386646.96875,5810814.5,NA,NA,NA,NA
"212",491,2,"Wohngrundstueck",500,2,150,"Geschlossen",119.280395507812,348.718719482422,25.1466770172119,51.4161109924316,31.9498767852783,3234.24279378796,1,385646.96875,5811814.5,387646.96875,5809814.5,110,386646.96875,5810814.5,0,0,1,0
"213",1176,3,"Kleingarten",300,10,120,"Offen",141.550796508789,964.465637207031,33.4892845153809,55.4385299682617,43.5132064819336,2646.40725310776,1,385646.96875,5811814.5,387646.96875,5809814.5,110,386646.96875,5810814.5,1,1,1,1
"214",1285,3,"Kleingarten",360,15,150,"Offen",1.15490424633026,1054.50866699219,49.1396636962891,68.6126708984375,48.3930130004883,2504.89140648073,1,385646.96875,5811814.5,387646.96875,5809814.5,110,386646.96875,5810814.5,1,1,1,0
"215",1387,4,"Wohngrundstueck",180,20,120,"Offen",82.8712844848633,844.635192871094,25.1752834320068,49.338249206543,48.0812034606934,1868.36829759287,1,385646.96875,5811814.5,387646.96875,5809814.5,110,386646.96875,5810814.5,1,1,1,1
"216",1807,5,"Wohngrundstueck",500,25,100,"Keiner",68.9700012207031,480.436737060547,44.3052139282227,53.4939155578613,10.4596576690674,2357.80659524586,1,385646.96875,5811814.5,387646.96875,5809814.5,110,386646.96875,5810814.5,1,1,1,1
